origin,destination,amount,type,src_country,dst_country
C1703,M1977,944228.015895339,CASH_OUT,JP,GB
C5062,M1453,880658.7246532757,TRANSFER,GR,AU
C4072,M5083,121605.00865891403,PAYMENT,ZA,GB
C6970,M6667,59192.109612524546,DEBIT,AU,AU
C1276,M6282,486484.493253588,CASH_OUT,ZA,GR
C7780,M8697,267808.3267359317,PAYMENT,AU,IN
C3374,M7325,538800.8641816817,CASH_OUT,ZA,IN
C4002,M4090,405885.16918164684,DEBIT,FR,US
C2651,M7528,938117.4654719027,CREDIT,ZA,ZA
C2838,M3987,927465.8318006502,CREDIT,GB,JP
C8638,M5143,204750.2283783657,PAYMENT,AU,US
C4087,M5250,776021.8921278932,DEBIT,FR,JP
C5901,M5138,398745.06896514,CASH_OUT,GR,BR
C8498,M3705,891084.4240107684,TRANSFER,US,BR
C7664,M1739,585353.2387554845,DEBIT,BR,US
C4437,M2690,942316.2384376931,CASH_OUT,JP,IN
C6895,M2958,804712.5233552121,TRANSFER,AU,GB
C8857,M8424,357682.91781239153,DEBIT,IN,ZA
C6625,M5214,813557.5781918917,PAYMENT,US,IN
C4786,M5771,184661.26276436128,PAYMENT,IN,JP
C8065,M3213,57726.74380595213,PAYMENT,ZA,US
C4787,M5963,339496.0671525041,DEBIT,GR,ZA
C6732,M4510,204213.0159635211,TRANSFER,BR,BR
C8825,M2389,350079.64984037227,CREDIT,JP,US
C2542,M8957,120656.39704902693,CASH_OUT,BR,IN
C4923,M6653,532675.0969594124,TRANSFER,AU,FR
C8448,M4594,490749.3091780558,TRANSFER,GR,BR
C7424,M8357,825182.2658093132,CASH_OUT,FR,FR
C2524,M6197,750453.2745287584,CREDIT,BR,AU
C7906,M1252,552143.9359035491,CREDIT,JP,FR
C1519,M7741,709103.4037605565,CREDIT,US,US
C3158,M8594,497627.3493700257,TRANSFER,US,GB
C7328,M1615,586640.0771282704,CASH_OUT,ZA,JP
C6340,M8474,636214.3128923977,TRANSFER,BR,ZA
C7264,M3611,767859.8049006377,PAYMENT,AU,ZA
C5272,M2063,566421.6833790229,CREDIT,US,BR
C5015,M1549,609440.8591241387,DEBIT,IN,JP
C5062,M7344,900530.8047690013,CREDIT,ZA,GB
C5328,M7013,382953.13212795707,DEBIT,AU,ZA
C3804,M2216,785981.5056029154,CASH_OUT,ZA,US
C3585,M6558,438957.2603004303,TRANSFER,IN,BR
C5441,M2065,788423.1861640441,PAYMENT,FR,US
C3528,M8082,880436.2674264674,PAYMENT,IN,FR
C8344,M8680,227563.62854929088,TRANSFER,BR,AU
C7743,M3991,881394.7738808937,TRANSFER,GR,IN
C8408,M7984,51416.525806236335,CREDIT,FR,ZA
C2145,M1279,38445.11490299123,CREDIT,US,AU
C4994,M2551,304137.6874693294,DEBIT,BR,GR
C7507,M1909,459941.9985361721,CASH_OUT,US,ZA
C2549,M6126,61796.53030239736,CASH_OUT,GR,GR
C6554,M3040,868845.9681281272,DEBIT,FR,BR
C1858,M8418,633957.0222501834,TRANSFER,JP,IN
C5682,M1339,723715.1066325326,CREDIT,JP,GB
C4158,M5974,129324.9100070234,TRANSFER,ZA,FR
C6957,M6401,371951.3173646889,PAYMENT,ZA,GR
C3881,M8393,566772.0837139672,PAYMENT,US,ZA
C1283,M3336,552216.251795389,CREDIT,US,JP
C5860,M2795,557314.0079725106,TRANSFER,GR,IN
C7515,M7689,770546.5704996509,PAYMENT,GR,IN
C3766,M6467,355455.0773161753,CREDIT,IN,US
C8663,M1684,4533.835770386679,CASH_OUT,BR,BR
C7840,M7683,415593.720364046,DEBIT,BR,IN
C1638,M8202,730333.1291811225,TRANSFER,GB,US
C5894,M6733,57763.52372236613,PAYMENT,GB,BR
C4124,M7699,566796.917391266,CASH_OUT,AU,IN
C5304,M2760,935204.568429964,TRANSFER,AU,GB
C6540,M7626,890481.134641186,CREDIT,GB,IN
C3478,M7513,276143.97876516706,DEBIT,JP,FR
C2694,M3371,157233.58763365075,DEBIT,IN,FR
C6634,M7984,349505.5608228268,CREDIT,IN,GB
C1727,M4519,927893.8258806941,CASH_OUT,GR,BR
C1520,M2589,616911.5549902775,TRANSFER,GB,FR
C8123,M7498,607477.9239777485,CREDIT,BR,AU
C8384,M4255,759779.4467216067,TRANSFER,JP,FR
C3045,M7772,222094.70502119465,CREDIT,BR,IN
C2386,M6636,999409.4409793282,CREDIT,ZA,AU
C4405,M7964,518134.1264414097,DEBIT,GR,BR
C3554,M4327,619930.9498204488,CASH_OUT,FR,FR
C7586,M3787,411461.78425198613,TRANSFER,ZA,IN
C7904,M2123,961247.3649177908,TRANSFER,GB,IN
C3234,M4082,630435.3656129101,TRANSFER,JP,AU
C4278,M7056,592300.5571770214,TRANSFER,JP,ZA
C6916,M3303,921060.4828039604,DEBIT,US,JP
C6112,M3269,324892.37839425076,CREDIT,AU,GR
C3511,M7753,294986.74496534665,CASH_OUT,BR,GR
C4521,M2222,217953.84859165092,PAYMENT,BR,AU
C3262,M2015,133511.5992759219,PAYMENT,IN,BR
C3536,M7539,809604.2678956046,DEBIT,AU,GB
C2625,M6507,858521.1872285153,CREDIT,GB,JP
C3790,M6189,849619.3127034405,TRANSFER,JP,GR
C2544,M4454,579040.3892689637,PAYMENT,FR,JP
C4120,M3462,9026.168532687358,CREDIT,JP,IN
C8870,M7196,982878.370666447,DEBIT,ZA,GB
C7522,M3810,922382.453259515,PAYMENT,GB,IN
C1393,M1179,787507.7344936179,TRANSFER,GR,BR
C5121,M8223,674919.7456770157,CASH_OUT,FR,FR
C2216,M7479,892557.192008856,TRANSFER,GR,FR
C7296,M5533,572037.1452155391,PAYMENT,IN,FR
C8526,M1041,304349.2625872489,CREDIT,GR,IN
C6344,M2280,748620.1452363022,TRANSFER,GB,BR
C3821,M4665,227950.44115810771,CASH_OUT,GR,IN
C8548,M2080,269851.98396257544,PAYMENT,ZA,AU
C4055,M1185,285431.27795826714,PAYMENT,JP,FR
C8108,M4191,456763.25320935337,CREDIT,FR,US
C8495,M5560,607340.0487209485,PAYMENT,GR,GR
C4008,M7368,739402.0084166018,TRANSFER,GR,US
C3372,M8764,444938.06562634587,CREDIT,US,IN
C6918,M4332,756079.3444054292,CASH_OUT,BR,JP
C3580,M5934,84401.07503630419,CASH_OUT,AU,GB
C3482,M3816,754317.9595180375,CASH_OUT,ZA,FR
C1378,M6323,363081.55610859673,CREDIT,JP,AU
C3172,M8897,239101.5451055483,TRANSFER,FR,ZA
C6682,M6474,469313.7254123473,CASH_OUT,BR,AU
C7612,M6247,482744.80741810636,CREDIT,GB,IN
C3017,M6607,192156.43627697582,TRANSFER,US,US
C2068,M3195,388054.14632314997,TRANSFER,GR,BR
C6811,M7141,504950.5333521338,TRANSFER,GR,FR
C4197,M6479,43782.170134194545,CASH_OUT,IN,US
C8299,M4226,377440.9908962663,CASH_OUT,IN,FR
C2365,M5551,742396.8219183609,TRANSFER,ZA,ZA
C8951,M5356,85532.33742889938,TRANSFER,BR,GB
C5103,M7983,521329.56042031886,CASH_OUT,GR,FR
C6182,M2529,63544.505714780775,TRANSFER,BR,ZA
C1181,M7649,212528.41472964178,PAYMENT,US,FR
C3329,M2863,439577.1415606511,DEBIT,GB,AU
C4507,M8572,456418.6192763819,CREDIT,AU,JP
C1971,M2589,621758.0971345165,DEBIT,US,IN
C2023,M5764,427995.34918236337,PAYMENT,GB,JP
C1017,M4742,493710.169382387,CASH_OUT,FR,BR
C6185,M1407,264115.2610841741,PAYMENT,FR,ZA
C6056,M1317,759769.653897037,CREDIT,IN,IN
C1815,M3350,941949.1792061871,TRANSFER,BR,ZA
C6229,M3607,1102.6980242758937,TRANSFER,GR,GR
C2494,M4624,719280.807462522,PAYMENT,JP,IN
C8823,M6239,62823.100841906344,CREDIT,JP,US
C7298,M4300,455569.84846280643,PAYMENT,AU,AU
C8829,M5329,486531.9903287947,PAYMENT,IN,ZA
C1075,M6830,76565.74656254877,DEBIT,ZA,US
C3233,M7750,739634.1861940387,DEBIT,GB,ZA
C2353,M2180,234503.42305307917,PAYMENT,ZA,IN
C7381,M8170,987178.9123035937,DEBIT,AU,JP
C8082,M4239,180142.4788901652,DEBIT,US,GB
C4808,M3252,885913.1013079666,TRANSFER,US,JP
C5158,M2353,702534.3400267416,CREDIT,IN,ZA
C2327,M1795,981702.4490874764,PAYMENT,AU,AU
C6917,M5613,767208.9896508391,CREDIT,ZA,BR
C8097,M4512,270463.2981123893,TRANSFER,GR,BR
C2868,M4951,45265.71255384413,TRANSFER,ZA,FR
C3175,M1691,588185.9276337421,PAYMENT,FR,FR
C8946,M4143,489736.41404771665,DEBIT,AU,FR
C1547,M4436,523803.3210415096,PAYMENT,BR,BR
C7808,M1168,643133.0784288794,CASH_OUT,GR,GB
C5899,M8159,804945.9718315833,TRANSFER,GB,BR
C7651,M3093,591491.1659322317,TRANSFER,US,IN
C8923,M8652,685148.8160985941,TRANSFER,IN,BR
C2308,M8547,414695.6311980546,TRANSFER,GR,FR
C6694,M7191,344408.59463923366,DEBIT,GR,AU
C2840,M7159,370181.1966306427,PAYMENT,GR,IN
C3469,M2609,945204.4280783844,TRANSFER,JP,IN
C3488,M6343,582813.1040419157,TRANSFER,GB,FR
C5667,M1313,933910.2840569849,CASH_OUT,FR,FR
C4354,M1524,231639.37548151697,TRANSFER,IN,ZA
C4873,M8714,166693.8000228491,PAYMENT,GB,BR
C2021,M1371,234063.65413051064,DEBIT,FR,AU
C7991,M3447,43060.537326911435,PAYMENT,IN,AU
C8179,M7317,571651.2111337533,CREDIT,AU,AU
C8798,M8686,953207.9992858503,CASH_OUT,IN,US
C1860,M5781,527578.3066139611,CREDIT,AU,ZA
C7573,M1391,829176.7874426194,DEBIT,US,FR
C8729,M5836,593529.2875048291,DEBIT,JP,AU
C8101,M8011,388024.332721398,TRANSFER,US,AU
C5261,M8185,527113.4779281423,DEBIT,AU,IN
C4524,M5855,586310.9154203901,TRANSFER,IN,US
C4990,M2797,792219.2064306585,CASH_OUT,JP,US
C5673,M7302,67045.69417027323,TRANSFER,IN,ZA
C7801,M3781,675826.0114239752,CREDIT,US,ZA
C7234,M3624,442743.20298026915,DEBIT,GR,IN
C5500,M6981,728352.6292449725,CREDIT,GR,AU
C8161,M1216,511803.08532005106,PAYMENT,ZA,FR
C3282,M2965,843992.7532822839,CASH_OUT,FR,US
C3511,M4635,137968.0631819377,PAYMENT,US,BR
C2863,M6533,284909.85220305633,PAYMENT,GB,US
C8049,M4462,722915.9468601919,DEBIT,GR,IN
C5191,M8106,277334.3766518403,DEBIT,IN,IN
C8181,M3991,114296.10356536975,CREDIT,ZA,AU
C7242,M7053,429802.600921687,TRANSFER,GB,IN
C2678,M8786,21646.363378066566,CREDIT,IN,GB
C8339,M8420,734893.0789333474,TRANSFER,US,BR
C8356,M3679,58185.747971397206,DEBIT,ZA,FR
C6533,M8191,660528.8740588594,PAYMENT,IN,AU
C6573,M5552,782829.2628047803,TRANSFER,BR,GR
C6616,M8156,520438.88645722106,PAYMENT,AU,BR
C6538,M8684,621235.7990175758,CREDIT,GR,FR
C8571,M2704,661910.3528932994,TRANSFER,IN,AU
C8192,M8747,232285.2555432624,PAYMENT,ZA,AU
C6999,M5378,505847.57544623164,CREDIT,GR,AU
C7058,M5879,264285.56481093046,PAYMENT,GR,BR
C3002,M8690,1151.8346106444674,PAYMENT,GB,FR
C3903,M5298,545759.319114057,CASH_OUT,ZA,AU
C1045,M5751,566891.3497169118,DEBIT,JP,JP
C3038,M4691,378525.2452693582,CASH_OUT,JP,US
C8061,M4482,474486.01452295564,TRANSFER,GB,GR
C8232,M2817,979302.2647039603,DEBIT,FR,IN
C3106,M5758,731218.0875042947,CASH_OUT,FR,IN
C3773,M8691,784915.5664714809,CASH_OUT,IN,JP
C3912,M1821,816717.147370417,CREDIT,AU,GR
C2774,M1174,607198.7607842651,CREDIT,GB,GR
C4900,M6367,875302.5390967415,CASH_OUT,BR,GB
C3627,M3456,376143.1347758842,DEBIT,AU,JP
C1912,M4023,635729.3359202661,PAYMENT,AU,JP
C2034,M3071,371737.94662993617,CASH_OUT,AU,ZA
C6108,M1564,946363.0933369077,DEBIT,US,AU
C2004,M7761,462936.51495409047,PAYMENT,AU,GB
C5535,M3250,183395.5167701985,PAYMENT,GR,IN
C4172,M3853,874839.1448977729,PAYMENT,BR,JP
C6629,M7116,84901.30915772449,DEBIT,JP,JP
C8379,M3708,420415.4759031916,DEBIT,GR,IN
C4034,M5655,535657.7433942053,TRANSFER,IN,FR
C5196,M3418,302627.884138912,DEBIT,FR,FR
C4788,M4135,390694.8608529122,DEBIT,US,IN
C7130,M3227,905962.641317572,CREDIT,IN,US
C4877,M1557,849882.1552302677,DEBIT,US,JP
C2852,M5378,463018.13424826704,TRANSFER,GR,ZA
C3323,M2187,290583.06861675147,TRANSFER,FR,US
C5613,M6216,727843.6491232999,CASH_OUT,US,AU
C4012,M8016,703283.440897107,DEBIT,ZA,ZA
C4071,M2284,834892.6692047215,CASH_OUT,FR,BR
C6819,M8691,755444.229495294,PAYMENT,AU,GB
C4133,M1813,354631.10215557955,CREDIT,ZA,ZA
C1894,M1172,918427.2665060387,CREDIT,GR,FR
C2530,M8586,307132.402403478,DEBIT,FR,FR
C2544,M8771,386037.0230836133,DEBIT,AU,FR
C8419,M5996,869054.4484116294,DEBIT,IN,AU
C6237,M3252,145190.78918566564,CASH_OUT,FR,ZA
C2639,M3887,738677.874124402,CASH_OUT,GB,BR
C2900,M4527,582588.6170811573,TRANSFER,AU,FR
C2742,M6089,309656.3396882987,TRANSFER,IN,US
C6791,M2774,540308.1893103458,CASH_OUT,US,BR
C7286,M3092,347142.5935603059,PAYMENT,JP,GB
C5428,M2572,719860.855194491,TRANSFER,BR,AU
C6177,M1251,39241.74328905257,CREDIT,IN,AU
C6947,M7246,453509.5068253221,PAYMENT,GR,GB
C5269,M6886,771473.5481005822,DEBIT,GB,JP
C7074,M8709,451880.3830684547,TRANSFER,ZA,ZA
C1038,M4309,366197.75140505604,DEBIT,JP,BR
C1620,M2155,899818.333004175,CASH_OUT,GR,JP
C3991,M3525,407728.1741523521,CREDIT,ZA,ZA
C3596,M8835,283762.9814547986,CASH_OUT,AU,IN
C1099,M8004,403207.41725891153,CREDIT,GR,ZA
C2420,M7902,896880.0831172962,TRANSFER,US,GB
C2156,M4492,977868.7425590421,CASH_OUT,FR,ZA
C8561,M7308,631156.1418728647,CREDIT,ZA,GR
C1359,M7641,228868.24654777523,TRANSFER,US,ZA
C8772,M6412,755179.8996632578,PAYMENT,US,JP
C2679,M3741,842075.474488669,CREDIT,JP,FR
C1569,M4341,737506.1901517998,TRANSFER,FR,BR
C2722,M5012,63855.27989806608,TRANSFER,GB,AU
C3086,M7759,448752.63342492,CASH_OUT,JP,GB
C2412,M7202,162980.63196785664,TRANSFER,JP,JP
C2189,M6761,575134.0315996984,TRANSFER,GR,IN
C4113,M7906,124320.06384686641,DEBIT,BR,US
C3319,M6342,117082.31642120917,TRANSFER,JP,FR
C4317,M5957,935115.2879879886,PAYMENT,GB,AU
C6012,M8464,847451.2449645769,CREDIT,FR,GR
C3382,M7642,270533.36227074714,DEBIT,US,IN
C6790,M2786,640929.3341380482,CREDIT,BR,IN
C4090,M3690,765799.8578244915,TRANSFER,GR,FR
C8713,M4150,6366.803522316407,CASH_OUT,AU,FR
C8954,M5432,816434.4755829901,CREDIT,AU,US
C3087,M8173,473611.2924331796,CREDIT,ZA,FR
C1194,M7768,148601.14170703272,PAYMENT,AU,FR
C7800,M7498,11443.916467334113,CASH_OUT,FR,IN
C7977,M4446,161423.86046981186,CREDIT,BR,US
C8267,M8364,496005.5152430556,CREDIT,GB,US
C5480,M4414,14408.147993274535,CASH_OUT,GB,BR
C7674,M5438,691759.1329829715,PAYMENT,FR,US
C3324,M2068,170182.977453923,CREDIT,AU,BR
C3827,M4412,231853.6451406219,PAYMENT,JP,GR
C8511,M1088,781358.3331630294,CASH_OUT,US,IN
C6139,M4193,373114.04834453965,PAYMENT,GB,BR
C4626,M8022,473487.91090552876,CREDIT,ZA,AU
C1106,M4137,219754.63048349737,PAYMENT,GR,JP
C6911,M5873,626854.3751781099,PAYMENT,ZA,JP
C7128,M4549,1390.501169556227,CREDIT,ZA,JP
C5391,M7215,984759.8964248255,DEBIT,ZA,GR
C5636,M1559,355266.2347822156,CASH_OUT,US,FR
C2107,M7505,193386.18388086578,PAYMENT,FR,GB
C8860,M2128,294348.5121724925,CASH_OUT,US,ZA
C2581,M1472,630060.0827853967,CASH_OUT,FR,US
C1871,M2752,215682.60340540565,PAYMENT,AU,AU
C4797,M6146,948160.6951178295,DEBIT,IN,IN
C1656,M2840,12618.282460564837,CASH_OUT,IN,JP
C3790,M1952,340098.59042490425,DEBIT,IN,US
C4484,M8683,915411.420797432,TRANSFER,JP,BR
C7281,M7753,755710.4155793821,PAYMENT,JP,FR
C3602,M1425,648026.2836502509,CREDIT,GR,AU
C7594,M1162,814213.2182817988,TRANSFER,ZA,GB
C1617,M8299,19954.379344399636,TRANSFER,FR,ZA
C5283,M3383,254379.68075839666,CREDIT,US,GB
C7564,M1181,502115.7480583356,PAYMENT,JP,US
C3217,M7171,226357.29515256285,TRANSFER,GR,BR
C5554,M5836,701178.8278773922,CREDIT,IN,GB
C2435,M5616,176003.38868823065,PAYMENT,GB,AU
C4345,M3506,597448.8276143678,TRANSFER,GR,IN
C1226,M5985,516230.04472654866,PAYMENT,JP,GR
C1180,M5412,497077.21070475254,TRANSFER,IN,IN
C7476,M7998,708582.3031156249,CASH_OUT,FR,BR
C1833,M1134,405281.56003485725,DEBIT,GB,US
C5538,M7352,291183.4594283252,PAYMENT,GB,ZA
C8452,M3608,556662.6740104395,PAYMENT,BR,JP
C6432,M1896,688697.666948124,CREDIT,FR,FR
C5109,M8430,228681.67024939205,PAYMENT,JP,GB
C8029,M4201,997344.5234254629,TRANSFER,GR,ZA
C4687,M3186,345112.7482999262,CREDIT,BR,US
C2234,M1722,320642.0071865675,PAYMENT,GR,BR
C8280,M7970,624136.8118860063,DEBIT,AU,BR
C8815,M8189,448962.60763105523,TRANSFER,GR,GB
C6887,M6637,12186.293188227311,DEBIT,US,ZA
C8478,M1060,173819.82757302083,CREDIT,GR,GR
C6671,M4168,29980.098929221287,CASH_OUT,GB,ZA
C8256,M5644,683683.4945898019,TRANSFER,ZA,JP
C1606,M1728,305696.8641511379,TRANSFER,GB,ZA
C7970,M4163,537404.9697425613,DEBIT,GB,FR
C8573,M8158,226213.174142726,PAYMENT,US,GR
C6797,M2516,843709.2537281277,PAYMENT,FR,AU
C8046,M1665,275429.2057627983,DEBIT,ZA,JP
C2313,M1270,576443.2626018026,CASH_OUT,US,IN
C4940,M7890,678847.2998819028,DEBIT,IN,GR
C7616,M5938,401757.2639773855,TRANSFER,BR,GB
C3487,M1244,535385.1744496585,CASH_OUT,FR,GR
C3758,M8667,201522.44868474058,CREDIT,IN,US
C5537,M1791,92582.27703672854,TRANSFER,GB,GB
C6384,M2091,243603.75782781682,CREDIT,US,GR
C5803,M3674,711198.4334112264,PAYMENT,IN,IN
C1585,M5754,788449.0967677394,CREDIT,BR,AU
C4633,M2916,842622.2064463649,DEBIT,IN,AU
C4191,M1555,73882.68302804134,CASH_OUT,JP,US
C4195,M6423,691134.1432119872,CREDIT,ZA,IN
C2480,M5431,149041.40128678066,CASH_OUT,IN,JP
C6319,M7202,381035.7221388382,CASH_OUT,IN,GB
C3918,M3974,765854.6387415234,TRANSFER,IN,AU
C8110,M1873,674413.8749981492,DEBIT,IN,US
C2205,M1304,606848.5728715413,CREDIT,US,ZA
C8276,M1520,820344.1996012998,DEBIT,US,US
C8388,M4330,727773.4725228461,PAYMENT,AU,ZA
C1118,M7819,599319.0667672285,CREDIT,ZA,FR
C4037,M5942,81890.39049913261,DEBIT,ZA,FR
C8963,M8582,432489.8935088569,CASH_OUT,AU,JP
C1800,M2333,384047.2192593562,CASH_OUT,JP,GB
C1148,M7654,591866.3616336492,PAYMENT,AU,AU
C7546,M8569,251017.2204161986,PAYMENT,GB,AU
C2550,M8619,578892.4881298076,CASH_OUT,ZA,GR
C7557,M8108,349992.07052161405,PAYMENT,GR,GR
C3675,M5947,347510.7672493691,TRANSFER,FR,GR
C3999,M8345,24317.320203427083,DEBIT,GR,JP
C1439,M1546,34028.32029492989,DEBIT,US,IN
C8565,M2820,177189.7474811542,DEBIT,GB,GR
C2460,M7344,791150.1206754126,DEBIT,GB,JP
C7994,M3906,753622.1757315118,CREDIT,JP,JP
C8179,M4382,897189.7292279067,PAYMENT,BR,FR
C1932,M8402,119575.2800925375,TRANSFER,FR,BR
C3027,M1679,392026.12385970005,CREDIT,GR,JP
C2018,M3270,472978.05489284854,TRANSFER,FR,US
C2812,M4032,221195.78121096804,TRANSFER,US,JP
C4271,M8370,961440.2571227043,DEBIT,BR,GR
C6535,M4092,97891.07222523345,DEBIT,GB,ZA
C5926,M3270,379256.63862908364,CASH_OUT,GR,IN
C5823,M6023,23930.078185184113,CREDIT,AU,AU
C2457,M4714,332628.6537917194,CASH_OUT,BR,GR
C4376,M5025,777518.1733375615,PAYMENT,GB,IN
C6488,M5131,385055.03680618724,DEBIT,FR,IN
C6410,M5781,529970.4241429688,TRANSFER,GB,ZA
C1250,M8682,442563.0066536334,PAYMENT,US,ZA
C4214,M7585,895169.4561862365,CASH_OUT,GB,IN
C2064,M8822,855640.4003771278,PAYMENT,IN,ZA
C7888,M5806,626977.2809014996,DEBIT,FR,GR
C4150,M3851,181607.64662045857,CASH_OUT,FR,US
C3835,M2462,465334.99487477966,PAYMENT,US,JP
C6069,M1999,599248.6109657142,TRANSFER,US,IN
C6884,M3609,757825.9018720787,PAYMENT,JP,US
C7296,M7964,312144.9602828338,PAYMENT,BR,BR
C5959,M5380,747289.741517147,TRANSFER,ZA,AU
C7129,M1950,700212.7073473722,CREDIT,US,BR
C8545,M6787,735070.4864235602,PAYMENT,AU,JP
C8210,M5082,533160.4978366694,CASH_OUT,GR,JP
C7484,M3227,546969.8566584324,CASH_OUT,AU,IN
C6522,M3797,397200.7756531618,CREDIT,US,FR
C6851,M4073,59872.11570406911,PAYMENT,GB,BR
C7317,M8961,985129.935928476,TRANSFER,ZA,BR
C8654,M6404,985984.2711050584,CASH_OUT,GB,US
C7017,M8490,941024.0546686333,CASH_OUT,BR,FR
C3647,M4315,497757.6095767964,PAYMENT,GB,BR
C2861,M5898,944648.3881347019,CASH_OUT,GB,US
C6467,M5082,47843.314116177346,CREDIT,JP,GR
C7540,M2975,927617.4257809903,CASH_OUT,AU,GR
C3088,M2527,856328.0432678171,DEBIT,ZA,GB
C8367,M3658,973277.6251844569,DEBIT,BR,GB
C2969,M8691,588516.4989693963,PAYMENT,IN,GR
C3071,M5963,846094.7368251208,PAYMENT,AU,AU
C3726,M7244,118012.30952436321,DEBIT,JP,US
C6892,M6278,223267.48884190427,TRANSFER,GB,AU
C6067,M6440,363224.5539512947,CREDIT,GR,BR
C7895,M5160,935430.208413213,PAYMENT,ZA,JP
C4941,M7083,962472.7893595616,DEBIT,IN,ZA
C3266,M3882,520500.98868401663,TRANSFER,FR,BR
C4313,M4933,551376.4282790347,CREDIT,BR,GR
C8216,M4863,785371.7499617528,CASH_OUT,AU,ZA
C2053,M2045,909843.7700221358,CASH_OUT,GB,BR
C4766,M5893,203100.77973385883,TRANSFER,FR,GB
C1724,M1717,616189.6407104705,CASH_OUT,IN,BR
C8412,M1178,648852.2768960455,TRANSFER,ZA,GB
C8869,M5999,32729.971238286205,PAYMENT,GR,GR
C8704,M2037,371778.6077007249,CASH_OUT,FR,FR
C4430,M1265,791088.0999412809,PAYMENT,BR,FR
C2415,M7493,985643.9681012142,DEBIT,AU,GR
C4495,M2026,425986.6015316196,DEBIT,AU,GB
C3350,M1700,349462.87165517156,CREDIT,IN,ZA
C3092,M5727,960033.2679881708,DEBIT,AU,US
C6253,M1342,511591.9338354002,CASH_OUT,FR,GR
C1757,M2342,178598.39260072703,CREDIT,GR,ZA
C5039,M2131,369047.09949342144,DEBIT,GR,JP
C3860,M1352,513955.3710073457,PAYMENT,IN,AU
C1500,M2972,130264.15494113734,PAYMENT,JP,ZA
C8014,M7472,400930.6623934853,CASH_OUT,GB,GB
C5739,M3459,803629.866909199,CREDIT,ZA,GR
C8835,M4967,190502.7853428074,PAYMENT,GB,FR
C2736,M5790,485131.30570090504,DEBIT,FR,GR
C4946,M2255,511816.18014848366,PAYMENT,GR,US
C7544,M8039,945348.2656406674,TRANSFER,GB,FR
C7486,M4506,163291.6019449193,CREDIT,GB,GR
C8993,M3016,776438.1632724552,PAYMENT,GB,ZA
C6788,M8098,206198.14681460895,CASH_OUT,US,FR
C4785,M2722,802947.9713120541,CASH_OUT,US,JP
C6763,M8668,420932.17595683475,DEBIT,AU,ZA
C2713,M6813,16624.21002570625,DEBIT,GB,GR
C1681,M3188,306962.6116873937,CREDIT,ZA,GB
C7232,M4903,509216.6046195907,CASH_OUT,US,GR
C6636,M1468,612097.5684725018,DEBIT,IN,US
C3052,M6007,479445.7214622773,TRANSFER,ZA,IN
C4277,M7424,109907.1444506508,PAYMENT,FR,AU
C8765,M6284,60136.44905532569,TRANSFER,FR,GB
C1047,M6649,610625.6683352757,CASH_OUT,IN,FR
C2073,M2443,559.9851989782233,CREDIT,FR,BR
C1225,M7940,736003.0986074612,CASH_OUT,FR,GB
C2723,M1682,312453.75386569713,CASH_OUT,AU,FR
C1779,M3685,610190.750212594,DEBIT,GR,FR
C1437,M1670,323748.8730717421,PAYMENT,FR,US
C8300,M3966,119135.27221947425,PAYMENT,ZA,US
C2076,M7785,687488.6559130164,PAYMENT,ZA,GR
C5665,M1268,451089.9285481837,DEBIT,BR,GB
C4410,M7027,882349.26922908,DEBIT,BR,AU
C6407,M4123,918955.0119668164,PAYMENT,GR,BR
C1290,M7666,139639.24595965928,TRANSFER,US,GR
C5937,M6355,661853.1380238195,DEBIT,US,GB
C4147,M4227,634783.7494223808,TRANSFER,FR,GB
C8635,M5698,993796.4750721828,TRANSFER,FR,IN
C6054,M6082,366342.88176157576,TRANSFER,FR,FR
C7927,M1565,17137.396718210202,DEBIT,ZA,GB
C4830,M4501,730405.9326554119,DEBIT,GB,ZA
C5111,M2501,360011.05108327884,CREDIT,JP,GB
C5081,M7091,931592.0736100256,PAYMENT,IN,GR
C2698,M8500,590698.1197487478,CASH_OUT,GR,JP
C7384,M3906,816315.4193288716,CREDIT,IN,US
C3968,M3801,926494.6099622779,CASH_OUT,IN,IN
C6891,M1004,34054.90875333533,DEBIT,AU,GB
C6594,M8952,469019.2882646058,TRANSFER,GR,JP
C8815,M2841,810179.3407015475,TRANSFER,BR,JP
C4605,M1462,792589.3055328134,DEBIT,AU,JP
C7882,M6824,813074.753437331,DEBIT,AU,GR
C4923,M7247,717590.3058129741,PAYMENT,GB,GR
C3315,M7331,615497.1315625262,TRANSFER,GR,GR
C7180,M7170,64203.92766698338,CREDIT,ZA,GR
C6495,M4200,49573.28812316148,DEBIT,GB,ZA
C5776,M7841,397434.1728846973,CASH_OUT,ZA,FR
C1887,M7787,275260.3890934704,CREDIT,AU,ZA
C6782,M8624,659208.7025847835,CASH_OUT,GB,GB
C6885,M4357,901567.6689802578,CREDIT,IN,IN
C4214,M5266,34745.29845482151,DEBIT,ZA,ZA
C8645,M1623,348321.691079068,TRANSFER,GB,ZA
C1140,M4507,246429.68247234463,CASH_OUT,GR,FR
C2413,M5791,897818.9451489288,CREDIT,BR,FR
C7527,M7301,358611.4845859474,TRANSFER,JP,AU
C5950,M2572,591499.9779063226,DEBIT,ZA,US
C2734,M8523,444629.3290743499,TRANSFER,BR,IN
C4955,M3390,562723.941944592,TRANSFER,FR,ZA
C2994,M5083,622792.6115683891,PAYMENT,JP,ZA
